object,view,step,envmap,psnr,ssim,lpips
SchoolDesk_01,00058,3,SchoolDesk_01_env_2,21.922209,0.8983770608901978,0.07370275259017944
SchoolDesk_01,00058,4,SchoolDesk_01_env_0,18.689074,0.7974565029144287,0.20202119648456573
SchoolDesk_01,00058,5,SchoolDesk_01_env_0,16.191288,0.6725842356681824,0.3548709750175476
SchoolDesk_01,00058,6,SchoolDesk_01_env_2,14.066019,0.5801436901092529,0.47365182638168335
SchoolDesk_01,00058,7,SchoolDesk_01_env_1,12.185479,0.5533047318458557,0.5268211960792542
SchoolDesk_01,00058,8,SchoolDesk_01_env_2,12.313508,0.507119357585907,0.5916392803192139
SchoolDesk_01,00058,9,SchoolDesk_01_env_2,11.044113,0.4561010003089905,0.6472159624099731
SchoolDesk_01,00058,10,SchoolDesk_01_env_2,9.929899,0.42549562454223633,0.6874139308929443
SchoolDesk_01,00058,11,SchoolDesk_01_env_2,8.918179,0.3993755578994751,0.720234751701355
SchoolDesk_01,00058,12,SchoolDesk_01_env_0,8.33703,0.3942334055900574,0.7346152663230896
SchoolDesk_01,00058,13,SchoolDesk_01_env_2,7.7528405,0.3616182506084442,0.7542821168899536
SchoolDesk_01,00058,14,SchoolDesk_01_env_1,7.2086134,0.37908872961997986,0.7689282894134521
SchoolDesk_01,00058,15,SchoolDesk_01_env_0,7.2293134,0.3912522494792938,0.7647280097007751
SchoolDesk_01,00058,16,SchoolDesk_01_env_1,6.8556814,0.39997345209121704,0.7791793346405029
SchoolDesk_01,00058,17,SchoolDesk_01_env_1,6.764262,0.41066107153892517,0.7873517870903015
SchoolDesk_01,00058,18,SchoolDesk_01_env_1,6.695095,0.41658949851989746,0.7953668832778931
SchoolDesk_01,00058,19,SchoolDesk_01_env_1,6.632868,0.41999101638793945,0.8045389652252197
Shelf_01,00000,0,Shelf_01_env_2,33.439915,0.9933047294616699,0.013981265015900135
Shelf_01,00000,1,Shelf_01_env_0,31.033104,0.9861968755722046,0.021078184247016907
Shelf_01,00000,2,Shelf_01_env_2,29.719381,0.9814321994781494,0.03984775394201279
Shelf_01,00000,3,Shelf_01_env_2,30.213955,0.9804606437683105,0.04740001633763313
Shelf_01,00000,4,Shelf_01_env_0,31.700497,0.9828517436981201,0.03870195150375366
Shelf_01,00000,5,Shelf_01_env_0,21.549337,0.958358645439148,0.06776180863380432
Shelf_01,00000,6,Shelf_01_env_2,16.984127,0.9355638027191162,0.09694316983222961
Shelf_01,00000,7,Shelf_01_env_1,18.089191,0.889964759349823,0.2449280321598053
Shelf_01,00000,8,Shelf_01_env_2,14.507494,0.854587733745575,0.3496641218662262
Shelf_01,00000,9,Shelf_01_env_2,14.325777,0.8446036577224731,0.3828706443309784
Shelf_01,00000,10,Shelf_01_env_2,13.855368,0.810285210609436,0.4518991708755493
Shelf_01,00000,11,Shelf_01_env_2,13.134118,0.7548766136169434,0.5390240550041199
Shelf_01,00000,12,Shelf_01_env_0,12.377171,0.6836035251617432,0.6031355261802673
Shelf_01,00000,13,Shelf_01_env_2,11.5293255,0.6763267517089844,0.6187968850135803
Shelf_01,00000,14,Shelf_01_env_1,11.318278,0.6471987962722778,0.6544777750968933
Shelf_01,00000,15,Shelf_01_env_0,10.68298,0.6097099781036377,0.6962825059890747
Shelf_01,00000,16,Shelf_01_env_1,10.079372,0.5748091340065002,0.7274590134620667
Shelf_01,00000,17,Shelf_01_env_1,9.564329,0.5550805330276489,0.7536743879318237
Shelf_01,00000,18,Shelf_01_env_1,9.076534,0.5451736450195312,0.7742170095443726
Shelf_01,00000,19,Shelf_01_env_1,8.619956,0.5407252907752991,0.7999022006988525
Television_01,00017,0,Television_01_env_2,31.17975,0.9300150871276855,0.03608641400933266
Television_01,00017,1,Television_01_env_0,21.345184,0.8103643655776978,0.14604893326759338
Television_01,00017,2,Television_01_env_2,25.645962,0.8921371698379517,0.08677546679973602
Television_01,00017,3,Television_01_env_2,23.997984,0.8682146072387695,0.11867831647396088
Television_01,00017,4,Television_01_env_0,19.431568,0.7614526152610779,0.22103117406368256
Television_01,00017,5,Television_01_env_0,18.788252,0.7477383017539978,0.2446749061346054
Television_01,00017,6,Television_01_env_2,19.438028,0.7888132929801941,0.2356475442647934
Television_01,00017,7,Television_01_env_1,17.501623,0.6958732008934021,0.317653626203537
Television_01,00017,8,Television_01_env_2,18.244267,0.7148653864860535,0.3443494439125061
Television_01,00017,9,Television_01_env_2,17.530745,0.6709932088851929,0.4069457948207855
Television_01,00017,10,Television_01_env_2,16.617605,0.6301457285881042,0.4600227475166321
Television_01,00017,11,Television_01_env_2,15.67609,0.5878515243530273,0.5048782825469971
Television_01,00017,12,Television_01_env_0,13.791875,0.5143429040908813,0.5679866075515747
Television_01,00017,13,Television_01_env_2,13.5926,0.5125448107719421,0.574206531047821
Television_01,00017,14,Television_01_env_1,12.217854,0.4524877965450287,0.6222602128982544
Television_01,00017,15,Television_01_env_0,11.590673,0.4316647946834564,0.6450216770172119
Television_01,00017,16,Television_01_env_1,11.007155,0.41061586141586304,0.6666476726531982
Television_01,00017,17,Television_01_env_1,10.492248,0.38962170481681824,0.6849434971809387
Television_01,00017,18,Television_01_env_1,10.059377,0.3699219822883606,0.6998584270477295
Television_01,00017,19,Television_01_env_1,9.68664,0.3527359366416931,0.7179830074310303
Ukulele_01,00062,0,Ukulele_01_env_2,31.755152,0.9787542819976807,0.014914259314537048
Ukulele_01,00062,1,Ukulele_01_env_0,29.573338,0.9686002731323242,0.027578936889767647
Ukulele_01,00062,2,Ukulele_01_env_2,28.881184,0.9661077857017517,0.029020920395851135
Ukulele_01,00062,3,Ukulele_01_env_2,27.142536,0.9590005874633789,0.03874659165740013
Ukulele_01,00062,4,Ukulele_01_env_0,24.563635,0.946340799331665,0.06707299500703812
Ukulele_01,00062,5,Ukulele_01_env_0,24.438873,0.9403588175773621,0.0760069489479065
Ukulele_01,00062,6,Ukulele_01_env_2,23.729095,0.9255433082580566,0.11746789515018463
Ukulele_01,00062,7,Ukulele_01_env_1,20.86936,0.9011225700378418,0.19876235723495483
Ukulele_01,00062,8,Ukulele_01_env_2,19.137714,0.8850369453430176,0.23975101113319397
Ukulele_01,00062,9,Ukulele_01_env_2,18.222761,0.8743337988853455,0.261894166469574
Ukulele_01,00062,10,Ukulele_01_env_2,17.24987,0.8606359362602234,0.28440648317337036
Ukulele_01,00062,11,Ukulele_01_env_2,16.358255,0.8446976542472839,0.30780351161956787
Ukulele_01,00062,12,Ukulele_01_env_0,15.777603,0.8335798978805542,0.3224959075450897
Ukulele_01,00062,13,Ukulele_01_env_2,15.320674,0.8171302676200867,0.35963672399520874
Ukulele_01,00062,14,Ukulele_01_env_1,14.43742,0.7806787490844727,0.4199410080909729
Ukulele_01,00062,15,Ukulele_01_env_0,14.015663,0.7609025835990906,0.4497936964035034
Ukulele_01,00062,16,Ukulele_01_env_1,13.307432,0.7033756971359253,0.5184842944145203
Ukulele_01,00062,17,Ukulele_01_env_1,12.479621,0.6689543128013611,0.5707785487174988
Ukulele_01,00062,18,Ukulele_01_env_1,11.633039,0.6447544097900391,0.6125172972679138
Ukulele_01,00062,19,Ukulele_01_env_1,10.899984,0.6328237056732178,0.6431785225868225
WetFloorSign_01,00057,0,WetFloorSign_01_env_2,22.62476,0.949901819229126,0.05103238672018051
WetFloorSign_01,00057,1,WetFloorSign_01_env_0,18.819616,0.8980118632316589,0.11071475595235825
WetFloorSign_01,00057,2,WetFloorSign_01_env_2,19.63587,0.9109274744987488,0.09273622930049896
WetFloorSign_01,00057,3,WetFloorSign_01_env_2,18.458921,0.8868736028671265,0.11690177768468857
WetFloorSign_01,00057,4,WetFloorSign_01_env_0,16.466726,0.7712762355804443,0.32738548517227173
WetFloorSign_01,00057,5,WetFloorSign_01_env_0,12.259775,0.46008002758026123,0.6833542585372925
WetFloorSign_01,00057,6,WetFloorSign_01_env_2,8.858295,0.3392937183380127,0.7769078612327576
WetFloorSign_01,00057,7,WetFloorSign_01_env_1,8.160667,0.3074648976325989,0.7946620583534241
WetFloorSign_01,00057,8,WetFloorSign_01_env_2,7.368902,0.2947704493999481,0.8293175101280212
WetFloorSign_01,00057,9,WetFloorSign_01_env_2,6.8740253,0.28186407685279846,0.8493971228599548
WetFloorSign_01,00057,10,WetFloorSign_01_env_2,6.485647,0.2742135524749756,0.8662359118461609
WetFloorSign_01,00057,11,WetFloorSign_01_env_2,6.15882,0.27149176597595215,0.875885546207428
WetFloorSign_01,00057,12,WetFloorSign_01_env_0,5.9369907,0.2681485712528229,0.8852779865264893
WetFloorSign_01,00057,13,WetFloorSign_01_env_2,5.729183,0.2727962136268616,0.8974497318267822
WetFloorSign_01,00057,14,WetFloorSign_01_env_1,5.6441526,0.2695715129375458,0.888016939163208
WetFloorSign_01,00057,15,WetFloorSign_01_env_0,5.4708104,0.26848310232162476,0.9010999798774719
WetFloorSign_01,00057,16,WetFloorSign_01_env_1,5.4443045,0.27121245861053467,0.8927797079086304
WetFloorSign_01,00057,17,WetFloorSign_01_env_1,5.3819203,0.2721567153930664,0.8917549848556519
WetFloorSign_01,00057,18,WetFloorSign_01_env_1,5.329108,0.2725899815559387,0.8925409317016602
WetFloorSign_01,00057,19,WetFloorSign_01_env_1,5.289427,0.2713262736797333,0.8961429595947266
WoodenChair_01,00008,0,WoodenChair_01_env_2,27.104965,0.9758722186088562,0.013387976214289665
WoodenChair_01,00008,1,WoodenChair_01_env_0,23.644531,0.9538731575012207,0.031087640672922134
WoodenChair_01,00008,2,WoodenChair_01_env_2,24.04383,0.9581578969955444,0.02712283283472061
WoodenChair_01,00008,3,WoodenChair_01_env_2,22.823769,0.9469882249832153,0.04894604533910751
WoodenChair_01,00008,4,WoodenChair_01_env_0,20.420345,0.905005156993866,0.14245523512363434
WoodenChair_01,00008,5,WoodenChair_01_env_0,18.690342,0.8216819167137146,0.29770129919052124
WoodenChair_01,00008,6,WoodenChair_01_env_2,16.214064,0.6650389432907104,0.5186793804168701
WoodenChair_01,00008,7,WoodenChair_01_env_1,14.472109,0.6288334727287292,0.5645149350166321
WoodenChair_01,00008,8,WoodenChair_01_env_2,12.504065,0.5145721435546875,0.6960848569869995
WoodenChair_01,00008,9,WoodenChair_01_env_2,10.327745,0.4566682279109955,0.7805742025375366
WoodenChair_01,00008,10,WoodenChair_01_env_2,8.597372,0.4397538900375366,0.8251120448112488
WoodenChair_01,00008,11,WoodenChair_01_env_2,7.395918,0.4327464699745178,0.8460566401481628
WoodenChair_01,00008,12,WoodenChair_01_env_0,6.7207174,0.41960811614990234,0.8468490242958069
WoodenChair_01,00008,13,WoodenChair_01_env_2,6.2592344,0.4259442985057831,0.8531513214111328
WoodenChair_01,00008,14,WoodenChair_01_env_1,6.093586,0.4430444836616516,0.8518291115760803
WoodenChair_01,00008,15,WoodenChair_01_env_0,5.9567165,0.42811864614486694,0.8486744165420532
WoodenChair_01,00008,16,WoodenChair_01_env_1,5.9398108,0.44019076228141785,0.856044352054596
WoodenChair_01,00008,17,WoodenChair_01_env_1,5.979658,0.4412742257118225,0.8622976541519165
WoodenChair_01,00008,18,WoodenChair_01_env_1,6.0266213,0.43876010179519653,0.8692002892494202
WoodenChair_01,00008,19,WoodenChair_01_env_1,6.067977,0.43352851271629333,0.8750527501106262
